3712,3712,2858,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712
3712,2953,2953,2953,2953,2953,2953,3712,2953,2953,2953,2953,2953,2953,2953,3712,2953,2953,2953,3712
3712,2953,2953,3712,2953,2953,2953,3712,2953,2953,2953,3712,2953,2953,2953,3712,2953,2953,2953,3712
3712,2953,2953,3712,2953,2953,2953,3712,2953,2953,2953,3712,3712,3712,3712,3712,2953,2953,2953,3712
3712,2953,2953,3712,2953,2953,3712,3712,3712,2953,2953,2953,3712,2953,2953,3712,2953,2953,2953,3712
3712,3712,3712,3712,2953,2953,2953,2953,3712,2953,2953,2953,3712,2953,2953,3712,2953,2953,2953,3712
3712,2953,2953,3712,2953,2953,2953,2953,3712,3712,2953,2953,2953,2953,2953,3712,2953,2953,2953,3712
3712,2953,2953,3712,2953,2953,2953,2953,2953,3712,2953,2953,2953,2953,2953,3712,2953,2953,2953,3712
3712,2953,2953,3712,3712,2953,2953,2953,2953,2953,2953,2953,3712,2953,2953,3712,2953,2953,2953,3712
3712,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,3712,2953,2953,2953,2953,2953,2953,3712
3712,2953,2953,3712,3712,2953,2953,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712
3712,2953,2953,2953,3712,2953,2953,3712,2953,2953,2953,2953,2953,2953,2953,3712,2953,2953,2953,3712
3712,2953,2953,2953,3712,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953,2953
3712,2953,2953,2953,3712,2953,2953,2953,2953,2953,2953,2953,3712,2953,2953,2953,2953,2953,3712,3712
3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712,3712
